State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Maharashtra,Mumbai,4 Star,With Alcohol,Courtyard By Marriott Mumbai International Airport ( Unit of Kanakia Hotels And Resorts Pvt Ltd. ) ,"Courtyard By Marriott Mumbai International Airport ,CTS NO 215, Andheri Kurla Road, Andheri ( E), Mumbai Mumbai Mumbai Mumbai",299
Maharashtra,Mumbai,4 Star,With Alcohol,Fariyas Hotel Mumbai,"25, Off Arthur Bunder Road, Colaba",93
Maharashtra,Mumbai,4 Star,With Alcohol,Hotel Kohinoor Continental,"J B Nagar, Andheri Kurla Road, Andheri East, Mumbai ",137
Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL SAHIL PVT. LTD.,"292, J. B. BEHRAM MARG, MUMBAI CENTRAL, ",88
Maharashtra,Mumbai,4 Star,With Alcohol,HOTEL TRANSIT PVT. LTD. (T24 RESIDENCY),"CHURCH ROAD, NEAR AIRPORT ROAD METRO STATION, MAROL, ANDHERI EAST, MUMBAI -400059",55
Maharashtra,Mumbai,4 Star,With Alcohol,Peninusla Grand Hotel,"Sakinaka Junction, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra ",81
Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,"Plot No.3, Kohinoor Road, Dadar (East), Mumbai - 400014",58
Maharashtra,Mumbai,4 Star,With Alcohol,Ramee Guestline Hotel,"462,A.b Nair Road, Juhu",89
Maharashtra,Mumbai,4 Star,With Alcohol,THE SHALIMAR HOTEL,"AUGUST KRANTI MARG, KEMPS CORNER, MUMBAI-400036",60
Maharashtra,Mumbai,4 Star,With Alcohol,"Trident, Bandra Kurla","C-56, 'G' Block, Bandra Kurla Complex, Mumbai ",436
Maharashtra,Nashik,4 Star,With Alcohol,COURTYARD MARRIOTT,"S.NO. 514A1+21TO191, PLOT NO. 1+2+5+6+7+8+9, NEAR WOCKHARDT HOSPITAL, MUMBAI NAK, MUMBAI AGRA HIGHWAY, VILLAGE NASHIK, TALUKA & DIST. NASHIK 422011",113
Maharashtra,Navi Mumbai,4 Star,With Alcohol,Apeejay Surrendra Park Hotels Limited,"Plot No. 1, Sector 10, CBD Belapur, Navi Mumbai 400614",80
Maharashtra,Navi Mumbai,4 Star,With Alcohol,"Ramada Navi Mumbai,Saikripa Foods Services Pvt.Ltd","156-Milienium Business Park, MIDC, Sector-2 Mahape , Navi Mumbai-400710 Navi Mumbai",99
Odisha,Angul,4 Star,With Alcohol,HOTEL SHAKTI CONTINENTAL,"6TH LANE, AMALAPADA, HANUMAN BAZAR, ANGUL, ODISHA - 759122",84
Odisha,Bhubaneswar*,4 Star,With Alcohol,Empires,"5 B, Saheed Nagar, Bhubaneswar.",58
Odisha,Bhubaneswar*,4 Star,With Alcohol,Pal Heights,"Pal Heights,pl:J7, Jayadev Vihar, Bhubaneswar:751013,Odisha ",74
Odisha,Bhubaneswar*,4 Star,With Alcohol,The New Marrion,6 Janpath,53
Punjab,Ludhiana,4 Star,With Alcohol,THE PALM COURT ,"(A UNIT OF KHANNA INFRA BUILD PVT. LTD.) 20001 A SUKHDEV NAGAR, FEROZEPUR ROAD, ",41
Rajasthan,Sawai Madhopur,4 Star,With Alcohol,Sawai Vilas (A unit of The footprints ranthambhore),"Sawai Vilas,Khasra Number 4581,4582,4587,4589,Village Khilchipur,tehsil Sawai Madhopur-322001,Rajasthan",60
Tamil Nadu,chennai,4 Star,With Alcohol,Hotel Courtyard By Marriott,"564,Anna Salai,Teynampet,Chennai-600018 chennai",242
Tamil Nadu,Chennai*,4 Star,With Alcohol,EHOTEl,"49&50 Whites Road, Royapettah",44
Tamil Nadu,Chennai*,4 Star,With Alcohol,Gokulam Park Sabari,"33, IT Expressway, Rajiv Gandhi Salai (OMR), Navalur",85
Tamil Nadu,Chennai*,4 Star,With Alcohol,MERCURE CHENNAI SRIPERUMBUDUR,"CP-8, SIPCOT Inductrial Park, Oragadam, Sriperumbudur, Chennai-602105, Tamil Nadu",93
Tamil Nadu,Chennai*,4 Star,With Alcohol,Novotel Chennai Chamiers Road,"No.11, Chamiers Road, Nandanam, Chennai",110
Tamil Nadu,Chennai*,4 Star,With Alcohol,"The Raintree, Anna Salai (A Unit of Ceebros Hotels Pvt. Ltd.)","No: 636, Anna Salai, Teynampet, Chennai - 600035.",230
Tamil Nadu,Kancheepuram,4 Star,With Alcohol,REGENTA CENTRAL RS,"No. 13-1A, The Marina Mall, OMR Road, Near Navalur Tollgate, Egattur, Chengelpet-603103",120
Tamil Nadu,Madurai,4 Star,With Alcohol,COURTYARD BY MARRIOTT,"(A Unit of 'Sangu Chakra Hotels Pvt. Ltd), No.168,Alagar Kovil Road, Next to Circuit House",82
Tamil Nadu,Salem,4 Star,With Alcohol,RADISSON SALEM (A unit of VETRIVEL EXPLOSIVES PRIVATE LIMITED-HOTEL DIVISION),"176, KENNEDY NAGAR, SALEM-636 005 Salem",127
Tamil Nadu,Trichy,4 Star,With Alcohol,SRM HOTEL Pv Ltd ,"Race Course Road , Khajamalai, Trichy ",110
Telangana,Gachibowli,4 Star,With Alcohol,Duet India Hotels (Hyderabad) Private Limited,Road No. 2 | Financial District | Gachibowli Hyderabad | Telangana 500032 | India T +914045416699 Gachibowli,232
Telangana,HYDERABAD,4 Star,With Alcohol,Mercure Hyderabad KCP,"6-3-551, Banjara Hills Main Rd, Somajiguda, Hyderabad, Telangana 500082 HYDERABAD",128
Telangana,Hyderabad,4 Star,With Alcohol,Sitara,"Hotel Sitara, Ramojii Film City, Anajpur, RR District - 501512",171
Telangana,Hyderabad,4 Star,With Alcohol,The Golkonda Hotel,"The Golkonda Hyderabad Banjara Hills, Masab Tank, Hyderabad â€“ 500 028 Telangana, India Email : infothegolkondahotel.com Telephone : 91-40-66110101 Fax : 91-40-66110102 Toll Free : 1800 425 0202 Delhi Sales Office : 9133330344 Email : delhithegolkondahotel.com",141
Uttar Pradesh,Lucknow*,4 Star,With Alcohol,Fairfield By Marriott Hotel,"Gemini Continental Pvt. Ltd. (Unit 2), Vibhuti Khand, Gomti Nagar, Opp Indira Gandhi Pratishthan, Lucknow, Uttar Pradesh",222
Uttar Pradesh,Lucknow*,4 Star,With Alcohol,FAIRFIELD BY MARRIOTT LUCKNOW,"FAIRFIELD BY MARRIOTT LUCKNOW OPP. INDIRA GANDHI PRATISTHAN, VIBHUTI KHAND, GOMTI NAGAR",222
Uttar Pradesh,Noida,4 Star,With Alcohol,"FORTUNE INN GRAZIA, unit of ANGEL BABY PRODUCTS PVT. LTD.","Plot No. 1A, Block I, Sector 27, Noida - 201301, Uttar Pradesh, India, NOIDA, Uttar Pradesh - 201301, India",42
Uttar Pradesh,Shahjahanpur,4 Star,With Alcohol,THE GRAND ARC HOTEL (UNIT OF SHRI BALAJI HOSPITALITY),"SH-29 , NAVADA INDERPUR , SHAHJAHANPUR , UTTAR PRADESH 242226",61
Uttarakhand,Ramnagar,4 Star,With Alcohol,Aahana The Corbett Wilderness (Unit of Corbett Nature Reserve),"Village Sawaldey West , Ramnagar , Nainital , Uttrakhand-244715 ",46
West Bengal,Baharampur,4 Star,With Alcohol,FAME HOTELS PVT LTD,"24A7 KAILKA PUR ROAD, SHILPO TALUK,",52
West Bengal,Kolkata,4 Star,With Alcohol,AAURIS-UNIT OF MODERN INNS PRIVATE LIMITED,"4 ROBINSON STREET, KOLKATA 700017",56
West Bengal,Kolkata,4 Star,With Alcohol,ALTAIR(A UNIT OF AMBUJA REALTY DEVELOPMENT LTD),"ECOCENTRE, GROUND FLOOR LOBBY, 19TH, 20TH AND 21ST FLOOR, EM-4, EM BLOCK, SECTOR-V, SALT LAKE",23
West Bengal,Kolkata,4 Star,With Alcohol,Hotel Monotel,"DM-2, Sector-V, Salt Lake, Beside Gate No. 4 of Wipro ",109
West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,641 MONDALGANTHI RAMAKRISHNAPALLY VIP ROAD KAIKHALI KOPLKATA 700052,109
West Bengal,Kolkata,4 Star,With Alcohol,HOTEL O2 OXYGEN,"641 MONDOL GANTHI RAMAKRISHNAPALLY , VIP ROAD , KAIKHALI, KOLKATA 700 052",109
West Bengal,Kolkata,4 Star,With Alcohol,New Kenilworth Hotel Pvt. Ltd.,"1&2, Little Russel Street",101
West Bengal,Kolkata,4 Star,With Alcohol,"THE ASTOR, KOLKATA","15, SHAKESPEARE SARANI, ",33
West Bengal,Kolkata,4 Star,With Alcohol,THE SONNET,"BLOCK DD, PLOT NO-8, SECTOR-1, SALT LAKE, KOLKATA - 700 064.",64
West Bengal,Purulia,4 Star,With Alcohol,HOTEL AKASH SAROVAR,"East Lake Road, Near Surya Mandir, Purulia",34
Andaman And Nicobar,Port Blair*,4 Star,Without Alcohol,HOTEL AQUAGREEN A UNIT OF SOUTHERNS HOLDINGS AND INVESTMENTS CHENNAI PRIVATE LIMITED,"KEYS SELECT HOTEL AQUAGREEN,OPPOSITE TO AIRPORT EXIT GATE, LAMBA LINE,JUNGLI GHAT. Port Blair*",48
Andhra Pradesh,Visakhapatnam,4 Star,Without Alcohol,PALM BEACH HOTEL,D-NO- 6-24-3 BEACH ROAD VISHAKAPATNAM,74
Chhattisgarh,Raipur*,4 Star,Without Alcohol,Ariena - The Boutique Hotel,"608-3, Opp Oswal Petrol Pump, VIP Square, ",50
Chhattisgarh,Raipur*,4 Star,Without Alcohol,HOtel Vennington Court,"Fafadih Chowk, Beside RAheja Tower, Raipur",57
Delhi,Delhi,4 Star,Without Alcohol,Svelte Hotel And Personal Suites,"A-3, District Center, Select Citywalk, Saket",97
Delhi,New Delhi,4 Star,Without Alcohol,Crowne Plaza New Delhi Rohini,CROWNE PLAZA NEW DELHI ROHINI TWIN DISTRICT CENTRE SECTOR-10 ROHINI NEW DELHI-110085,183
Gujarat,Ahmedabad,4 Star,Without Alcohol,BINORI HOTEL PVT LTD,"22.1.B. NEAR MUKTIDHAM,THALTEJ CROSS ROAD,S.G.HIGHWAY,AHMADABAD",69
Gujarat,Ahmedabad,4 Star,Without Alcohol,Gulmohar Greens - Golf Country Club Limited,"Gulmohar Greens - Golf & Country Club Limited - next to ""Gokul-Vrindavan"", off Sarkhej - Sanand Highway, Village: Kolat, Taluka: Sanand, District: Ahmedabad",54
Gujarat,Ahmedabad,4 Star,Without Alcohol,hotel kristar llp,plot no 233 opp sunvilla zydus hebadpur crossing thaltej ahmedabad gujarat india ,20
Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL RAMADA UNIT OF HOTEL SANKALP RECREATION PVT. LTD ,"SURVEY NO.948,CORPORATE ROAD,PRAHLADNAGAR,OFF S.G HIGHWAY,AHMEDABAD-380015 ",90
Gujarat,Ahmedabad,4 Star,Without Alcohol,HOTEL SILVER CLOUD,"HOTEL SILVER CLOUD, FP NO 726 & 727, OPP. GANDHI ASHRAM AND DANDI BRIDGE, WADAJ, AHMEDABAD",73
Gujarat,Ahmedabad,4 Star,Without Alcohol,The Metropole Hotel,R.T.O. Circle. Subhash Bridge. Ahmedabad.,70
Gujarat,Anjar,4 Star,Without Alcohol,"The Fern Royal Farm Resort, Unit of Real Lifespace LLP","Plot No.66, Royal Riviera Farm, Survey No.258, Anjar Bhuj Highway, Opp. Shreeji Petrol Pump",38
Gujarat,Dwarka,4 Star,Without Alcohol,"Lemon Tree Premier, Dwarka","""Varun Enterprise"" Nageshwar Rd, near Iskon Gate, Dwarka, Gujarat 361335",109
Gujarat,Dwarka,4 Star,Without Alcohol,VITS Devbhumi Hotel,"Okha State Highway, Near Ravla Lake, Opposite Post Office",57
Gujarat,Gandhidham,4 Star,Without Alcohol,Radisson Hotel Kandla,"A Unit of RAJVEE RESORTS AND HOTELS PVT.LTD) S.NO.681, OPP: RAMBAGH WATER TANK, NR. RLY CROSSING, GALPADAR, GANDHIDHAM (KUTCH) PIN-370201",115
Gujarat,Gandhidham,4 Star,Without Alcohol,Ramada by Wyndham(A Unit of BDH Hotel And Resort),"Survey No.496-P-35, Shinay Gandhidham",56
Gujarat,Gandhinagar,4 Star,Without Alcohol,NARAYANI HEIGHTS,"NR.APOLLO HOSPITAL,AHMEDABAD-GANDHINAGAR ROAD,BHAT, AHMEDABAD-GANDHINAGAR.",111
Gujarat,Jamnagar,4 Star,Without Alcohol,HOTEL FORTUNE PALACE,"DIGJAM CIRCLE, AIRPORT ROAD, JAMNAGAR",45
Gujarat,Jamnagar,4 Star,Without Alcohol,HOTEL SHREEJI,"HOTEL SHREEJI, KRISHNARAJ BUILDCON, NEAR AMBAR CROSS ROAD, INDIRA GANDHI MARG, JAMNAGAR-361001",60
Gujarat,Jamnagar,4 Star,Without Alcohol,Lords Inn A Unit of Tulsi Enterprise,"Revenue Survey No.177, Plot No-3, Jamnagar Khambhaliya Highway, Moti Khavdi, Jamnagar",58
Gujarat,Jamnagar,4 Star,Without Alcohol,"The Fern Residency, Unit of JCR Cinema Private Limited","Survey No. 612, Theba Chokdi, Jamnagar Dwarka Bypass Road",49
Gujarat,Junagadh,4 Star,Without Alcohol,BELLEVUE SAROVAR PORTICO,"BELLEVUE SAROVAR PORTICO, RAILWAY STATION ROAD, JUNAGADH, GUJARAT - 362001, LANDMARK - NEAR JUNAGADH RAILWAY STATION. ",81
Gujarat,Kevadiya,4 Star,Without Alcohol,Sardar Sarovar Resort,"Plot 26-32, Opp Kevadiya Railway Station",169
Gujarat,Morvi,4 Star,Without Alcohol,"The Fern Residency, Morbi","Pacific Business Park, 8-A, Kandla National Highway, Mahendranagar, Morbi",51
Gujarat,Pardi,4 Star,Without Alcohol,REGENTA CENTRAL HARSHA,"Harsha Multiservices Pvt Ltd. S.No.292, Paiki 11, Plot no.3, Opposite Raymond Factory, National Highway 48, Village Khadki, Taluka Pardi, District Valsad-396185, State Gujarat.",57
Gujarat,Rajkot,4 Star,Without Alcohol,THE FERN RESIDENCY ,DELUXE CINEMA CHOWK KUWADAVA ROAD ,69
Gujarat,Vadodara,4 Star,Without Alcohol,Hotel Express Towers,Express Hotels Pvt Ltd RC Dutt Rpad ,65
Gujarat,Vadodara,4 Star,Without Alcohol,"Tara Suns, Unit of Shree Ram Krupa Enterprise","Behind Yash Complex, Besides Sonal Park, GERI Road, Gotri",22
Gujarat,Veraval,4 Star,Without Alcohol,The Holiday Resorts,"National Highway no. 8 D, Somnath Bypass Road, Prabhas Patan(Veraval)",59
Kerala,Alappuzha,4 Star,Without Alcohol,CAMELOT HOTEL,"NH 47 (NH 66) Pathirapally PO, Alappuzha",24
Kerala,alleppey,4 Star,Without Alcohol,HOTEL BONANZA,"NH 66,MAIN ROAD,PARAVOOR JUNCTION,ALAPPUZHA",26
Kerala,Attingal,4 Star,Without Alcohol,Hotel Pearl Palace,"Royal Tower, Mamom, Kizhuvilam (Post), Attingal, Trivandrum",11
Kerala,Calicut,4 Star,Without Alcohol,Hotel Emperor ( A Unit of Adivaram Leisure Hotels LLP ),"Ambayathode, Thamarassery, Kozhikode",10
Kerala,Calicut,4 Star,Without Alcohol,Hotel Sree Ram ( A Unit of Murugeshwara Ventures LLP),"B.P BUILDING, P.C. JUNCTION, MUKKAM, KOZHIKODE - DIST ",11
Kerala,Calicut,4 Star,Without Alcohol,Vascodagama Beach Resort,"Chemmanchery Village, Kappad p o, Calicut",49
Kerala,Changanassery,4 Star,Without Alcohol,NEW YORK SQUARE,"KOTTAMURI, TRIKODITHANAM, CHANGANACHERRY, KOTTAYAM",11
Kerala,Cherthala,4 Star,Without Alcohol,HOTEL ABAAM PEARL,"N.C.C. Junction,Kuthiyathodu,Thuravoor,Cherthala,Alapuzha ",11
Kerala,Ernakulam,4 Star,Without Alcohol,ARCTIC HOTELS AND RESORTS PVT LTD,"49-322 A, NH BYPASS, VYTILA PO COCHIN - 682019, KERALA",21
Kerala,Ernakulam,4 Star,Without Alcohol,Cityinn ,"Bank Road, Aluva",12
Kerala,Ernakulam,4 Star,Without Alcohol,CORAL REEF,"ST.BENEDICT ROAD, OPP. NORTH RAILWAY STATION,COCHIN",48
Kerala,Ernakulam,4 Star,Without Alcohol,FLORA HOTELS AND RESORTS INDIA PRIVATE LIMITED,"Opp:International Terminal- Kochi Airport,Nedumbassery,Nayathodu(PO),Kochi-683572",60
Kerala,Ernakulam,4 Star,Without Alcohol,Hotel Abaam Chelsea (A Unit of Abaam Hospitality Pvt. Ltd),"Sea Port â€“ Air Port Road, Kakkanad, Near Bharath Matha College, Ernakulam",26
Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL KINGS EMPIRE (A Leased Property from Ozone Ventures),"HOTEL KINGS EMPIRE (A Leased Property from Ozone Ventures), St Benedict Road, Ernakulam North, Ernakulam 682018",24
Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL TRIBUTE ROYALE,"HOTEL TRIBUTE ROYALE (A property obtain on lease by the firm T M Kuruvilla & Company from Jacob T Kuruvilla), 6-65A, NH 66, Kannadikkadavu, Maradu PO, Ernakulam. 682304",20
Kerala,Ernakulam,4 Star,Without Alcohol,HOTEL WHITECITY,"SOUTH NALUVAZHY, NORTH PARAVOOR, ERNAKULAM DISTRICT",21
Kerala,Ernakulam,4 Star,Without Alcohol,North Seven,"Paramara Road Ernakulam - North Ernakulam,Kerala",41
Kerala,Ernakulam,4 Star,Without Alcohol,Pukkattupady Hotels and Resorts Private LTD,"X613 A, 613 B, Pukkattupady -Post Ernakulam -District Kerala Ernakulam",10
Kerala,Ernakulam,4 Star,Without Alcohol,RAAS RESIDENCY,"113524, NEAR THOPPUMPADY JUNCTION, THOPPUMPADY, ERNAKULAM, ",10
Kerala,Ernakulam,4 Star,Without Alcohol,ROYAL RESIDENCY - A unit of Royale Residency,"INFOPARK ROAD, KAKKANAD, KOCHI Ernakulam",47
Kerala,Ernakulam,4 Star,Without Alcohol,Silvertips [E.V.M.HOTELS PRIVATE LIMITED],"Kozhippilly P.O.Kothamangalam,Ernakulam Dist",29
Kerala,Ernakulam,4 Star,Without Alcohol,SPAN INTERNATIONAL,"RAJAJI ROAD ,ERNAKULAM, KERALA",39
Kerala,Ernakulam,4 Star,Without Alcohol,SUGAR ARYABHANGY BUSINESS HOTEL,"NH BYPASS, NEAR INTUC JUNCTION NETTOOR, MARADU,",41
Kerala,Ernakulam,4 Star,Without Alcohol,THE AVENUE CENTER HOTEL,"PANAMPILLY NAGAR, ERNAKULAM",20
Kerala,Ernakulam,4 Star,Without Alcohol,THE BLUEMOON RESIDENCY,"(A UNIT OF NEW MATHA RESIDENCY), ATLANTA COMPLEX, ALUVA-MUNNAR BYPASS ROAD, KOTHAMANGALAM, KOCHI",10
Kerala,Ernakulam,4 Star,Without Alcohol,The Times Hotel,"2nd Floor, Thuruthummel Prime Building, Infopark Road, Kusumagiri P. O., Kakkanad, Cochin",18
Kerala,Ernakulam,4 Star,Without Alcohol,VKJ INTERNATIONAL,"AM ROAD, PERUMBAVOOR",14
Kerala,Ernakulam,4 Star,Without Alcohol,VKL Leisure Inn ,"VKL Leisure Inn Road,Near Nairs Hospital,N.H.By Pass Road,Kochi",51
Kerala,Idduki,4 Star,Without Alcohol,HOTEL CINNAMON THEKKADY ,"Opp.Holiday Home, Kumaily P O ,Idukki, Pin :-685531 Idduki",84
Kerala,Idduki,4 Star,Without Alcohol,"Lemongrass Inn, Rajakad","Rajakad P O, Idduki ",21
Kerala,Idduki,4 Star,Without Alcohol,Terrace Greens - A Sterling Holidays Resort,"Chinnakkanal Village, Chinnakkanal Post, Munnar, Idduki Idduki",76
Kerala,Idukki,4 Star,Without Alcohol,HOTEL WOOD NOTE (A Unit of Southern Heritage Pvt. Ltd),"Thekkady , Idukki Dist. ",28
Kerala,Idukki,4 Star,Without Alcohol,Vee Tee Midtown ( A Unit of Adimaly Hotels and Resorts Pvt Ltd ),"15-1113,1114, Vee Tee Tower , Adimaly",15
Kerala,Kannur,4 Star,Without Alcohol,HOTEL EMPEROR,"A UNIT OF LOCANDA INTERNATIONAL LLP, VAIDHYAR PEEDIKA-AIRPORT ROAD, MELE CHOVVA- KANNUR",10
Kerala,Kannur,4 Star,Without Alcohol,HOTEL HORIZON INTERNATIONAL ,"MOTTAMMAL MALL ,CHIRAVAKKU,TALIPARAMBA,KANNUR ,670141 ",36
Kerala,Kannur,4 Star,Without Alcohol,Well View Residency,"Near Muthappan Temple, Parassinikadavu,Kannur.",31
Kerala,Karunagapally,4 Star,Without Alcohol,Amrit Regency,"Thodiyoor North P.O.,Karunagappally, ",11
Kerala,Karunagapally,4 Star,Without Alcohol,MEMORIES INN,"NH66,KS Puram,Puthentheruvu,Karunagappally",11
Kerala,Kochi,4 Star,Without Alcohol,HOTEL EIGHTH BASTION (UNIT OF FORT KOCHI HOTELS PVT LTD),1259 NAPIER STREET Kochi,19
Kerala,Kochi,4 Star,Without Alcohol,HOTEL HILL HEIGHTS,"KUMARAPURAM.P.O, PALLIKKARA, KOCHI",11
Kerala,Kochi,4 Star,Without Alcohol,KENT BAYWATCH SUITES,"Kozhikoodu,Junction,Edakochi,Ernakulam Dist.",40
Kerala,Kochi,4 Star,Without Alcohol,THE CLASSIK FORT,"NEAR GANDHI SQUARE,PETTAH,POONITHURA,KOCHI",16
Kerala,Kollam,4 Star,Without Alcohol,All Season Ayurvedic Resort,"All Season Ayurvedic Resort, Thangassery, Kollam",43
Kerala,Kollam,4 Star,Without Alcohol,ANDREA REGENCY,"MANJALLOOR, PATHANAPURAM PO",11
Kerala,Kollam,4 Star,Without Alcohol,HOTEL GREEN FORT,"SANTHALAYAM JUNCTION, MANAKKARA, BHARANIKAVU, SASTHAMCOTTA",12
Kerala,Kollam,4 Star,Without Alcohol,S R PALACE THENMALA,"S R PALACE, 40th MAIL, THENMALA P.O., ",19
Kerala,Kottayam,4 Star,Without Alcohol,DREAMLAND RESIDENCY,"PAMPADY.P.O, KALACHANTHA, KOTTAYAM",11
Kerala,Kottayam,4 Star,Without Alcohol,ISWARYA TOURIST HOME P LTD,"Azad lane, Thirunakkara ,Kottayam",21
Kerala,Kottayam,4 Star,Without Alcohol,JOYEES INN,"MANNANAM, NEENDOOR ROAD, KOTTAYAM",10
Kerala,Kottayam,4 Star,Without Alcohol,RAJ REGENT,"MANARCADU.P.O, KOTTAYAM",12
Kerala,Kozhikode,4 Star,Without Alcohol,MEDORA HOTEL,"Opposite Stadium,Pavamani Road,Kozhikode.",40
Kerala,Kozhikode,4 Star,Without Alcohol,YASH INTERNATIONAL,"MAVOOR ROAD , KOZHIKODE",32
Kerala,Kumarakom,4 Star,Without Alcohol,NIRAAMAYA RETREATS KUMARKOM PRIVATE LIMITED ,"NIRAAMAYA RETREATS KUMARKOM PVT.LT D,SURVEY NO.3005,3006-5,3017-4,3 KOTTAYAM, KERALA ,PIN-686563",27
Kerala,Malappuram,4 Star,Without Alcohol,Hotel Jaas Continental,"Changaramkulam, Nannamukku P O, Malapuram Dist",14
Kerala,Malappuram,4 Star,Without Alcohol,Le Moshe Inn,Chelambra Malappuram,24
Kerala,Malappuram,4 Star,Without Alcohol,LUXORA HOTEL AND SPA ,"A Unit of Corniche Hospitality Private Limited, N H Road, Mamburam.P.o, A R Nagar, Valiyaparamba, Thalappara, Malappuram District â€“ 676306",20
Kerala,Malappuram,4 Star,Without Alcohol,Rouba Residency Hotels (P) Ltd,"C.V.Junction, Ponnani-Post, Malappuram -District, Kerala, Pin - 679577.",20
Kerala,Munnar,4 Star,Without Alcohol,DEVONSHIRE GREENS,"DEVONSHIRE GREENS,ATTUKAD WATERFALLS ROAD,PALLIVASAL,P.O.MUNNAR,IDUKKI DIST,KERALA",40
Kerala,Munnar,4 Star,Without Alcohol,Silvertips [E V M Hotels private Limited],"Old Munnar,Munnar,Idukki District",60
Kerala,Muvattupuzha,4 Star,Without Alcohol,Hotel Kabani Palace,"Near KSRTC Junction,M.C.Road,",15
Kerala,Muvattupuzha,4 Star,Without Alcohol,Raj Riveria Hotels,"NH 85, East Kadathy, Market P.O, Muvattupuzha, Ernakulum ",14
Kerala,Nedumangad,4 Star,Without Alcohol,Hotel Indraprastha (Owned by Hotel Mythri),"Hotel Indraprastha (Owned by Hotel Mythri), Near KSRTC Bus Station, Nedumangad, Thiruvananthapuram 695541",10
Kerala,NEDUMBASSERY,4 Star,Without Alcohol,Kavala Castle A unit of Aluva Hotels And Resorts,"Building No:318 (1),Paravoor Kavala,Aluva,Ernakulam Dist Pincode-683 108",10
Kerala,Neyyattinkara,4 Star,Without Alcohol,TVM NEYYAR RESIDENCY LLP,"N.H.47, Alummoodu Junction,Neyyatinkara",11
Kerala,Palakkad,4 Star,Without Alcohol,NEW HOTEL KOTTARAM REGENCY,"EZHUMANGAD, ARANGOTTUKARA, PALAKKAD DISTRICT",12
Kerala,Pathanamthitta,4 Star,Without Alcohol,Bhagavath Residency,Elevumthitta,11
Kerala,Pathanamthitta,4 Star,Without Alcohol,URBAN INN (Owned by KL-3 Urban Inn Pvt Ltd),"URBAN INN (Owned by KL-3 Urban Inn Pvt Ltd), Elavaumthitta PO, Pathanamthitta, Kerala. 689625",10
Kerala,Perinthalmanna,4 Star,Without Alcohol,VALLUVANAD RESIDENCY,"DOOR NO: 15 236 - i ,(NEAR MELATTUR RAILWAY STATION),MELATTUR PO,MALAPURAM Dt. KERALA - 679326",11
Kerala,Perumbavoor,4 Star,Without Alcohol,Aaja Tower,"Rayamangalam,Permbavoor, ",11
Kerala,Sultan Bathery,4 Star,Without Alcohol,Hotel Emperor (A Unit of Sultanbethery Leisure LLP),"Chungam, Sultan bathery District ",12
Kerala,Sultan Bathery,4 Star,Without Alcohol,Jet Paark Resort Hotel[A unit of Jet Paark Hotels and Resorts],"S.B.T Road,Mullankunnu,Sulthan Bathery.P.O.Wayanad Dist",25
Kerala,Thekkady,4 Star,Without Alcohol,PEPPERVINE,"THAMARAKKANDOM ROAD,KUMALY, THEKKADY P.O.IDUKKI DIST,KERALA STATE",43
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,AMBARA SUITES,"T C 91- 811 (1), Venpalavattom Anayara P O Thiruvananthapuram Kerala , Pin -695029 ",18
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Avoki Resorts,"Kinfra Film & Video Park Sainik School (PO), Chanthavila Kazhakootam, Thiruvananthapuram ",25
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,BIVERAH HOTEL AND SUITES,"G.G. HOSPITAL ROAD, KUMARAPURAM, MEDICAL COLLEGE.P.O, THIRUVANANTHAPURAM ",38
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL CENTRAL PLAZA ,"VIII, 1053(1), Opposite Revenue Tower , Nedumangadu, Thiruvanthapuram",14
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL ROYAL PARK,"KUNNATHUKAL, KARAKONAM P O",11
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,HOTEL SABARI PARK,"POOJAPURA, TRIVANDRUM",16
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Hotel Thamburu International,"Aristo Junction, Near Railwaystation, Thiruvanathapuram",15
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,NAKSHATRA RESIDENCY,"NAKSHATHRA RESIDENCY ,,ATTINGAL ROAD,VENJARAMOODU,THIRUVANATHAPURAM",12
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,R B Palace,"T B Junction , Neyyattinkara, Thiruvananthapuram ",25
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,SFS HOMEBRIDGE HOTEL AND SUITES,"SFS Pyramid , Karimanal P O , N H 66 Bypass, Near Techno Park , Trivandrum",27
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,THE MONARCH HOTELS AND CONVENTION CENTRE ,"Kazhakkuttom - Pothencode Road, Pothencode PO, Trivandrum District , Kerala State , Pin -695584 ",20
